"overlap_gene_id"	"peak_start"	"peak_end"	"atac_baseMean"	"atac_log2FoldChange"	"atac_lfcSE"	"atac_stat"	"atac_pvalue"	"atac_padj"	"Treg_AAVS1_400"	"Treg_AAVS1_324"	"Treg_AAVS1_348"	"Treg_SATB1_400"	"Treg_SATB1_324"	"Treg_SATB1_348"	"overlap_distance"	"gene_baseMean"	"gene_log2FoldChange"	"gene_lfcSE"	"gene_stat"	"gene_pvalue"	"gene_padj"	"gene_name"	"Treg_A719_1"	"Treg_A720_9"	"Treg_A721_17"	"Treg_S719_2"	"Treg_S720_10"	"Treg_S721_18"
"ENSG00000000460"	169628030	169628382	39.3797367309098	1.15330657948556	0.329797676093251	3.49701245062581	0.0004704998726053	0.0070168462590066	4.99999999999999	33.5	24.5	79	50.5	59.5	-2863	583.322818154355	-0.608192514478716	0.134002892806549	-4.5386521271352	5.66149449471514e-06	0.000101762915795648	"C1orf112"	9.33197657727463	9.20354727205962	9.63979713190454	8.72369812288199	8.89011180087787	8.89159687831743
"ENSG00000004468"	15779639	15780949	672.720594937375	-0.756266537705355	0.147346046658624	-5.13258791026472	2.85785170743164e-07	1.41833920929255e-05	458.333333333333	492.333333333333	495.333333333333	393.333333333333	359.333333333333	356.333333333333	0	2097.38118509223	-1.75253602277267	0.112079967820026	-15.6364786398478	4.10826618805159e-55	1.45177910553367e-51	"CD38"	11.5845148001101	11.2589660464438	11.8228980009263	9.94303320144548	9.66609695786097	9.94960820275631
"ENSG00000004468"	15779639	15780949	672.720594937375	-0.756266537705355	0.147346046658624	-5.13258791026472	2.85785170743164e-07	1.41833920929255e-05	458.333333333333	492.333333333333	495.333333333333	393.333333333333	359.333333333333	356.333333333333	0	2097.38118509223	-1.75253602277267	0.112079967820026	-15.6364786398478	4.10826618805159e-55	1.45177910553367e-51	"CD38"	11.5845148001101	11.2589660464438	11.8228980009263	9.94303320144548	9.66609695786097	9.94960820275631
"ENSG00000004468"	15779639	15780949	672.720594937375	-0.756266537705355	0.147346046658624	-5.13258791026472	2.85785170743164e-07	1.41833920929255e-05	458.333333333333	492.333333333333	495.333333333333	393.333333333333	359.333333333333	356.333333333333	0	2097.38118509223	-1.75253602277267	0.112079967820026	-15.6364786398478	4.10826618805159e-55	1.45177910553367e-51	"CD38"	11.5845148001101	11.2589660464438	11.8228980009263	9.94303320144548	9.66609695786097	9.94960820275631
"ENSG00000004468"	15779639	15780949	672.720594937375	-0.756266537705355	0.147346046658624	-5.13258791026472	2.85785170743164e-07	1.41833920929255e-05	458.333333333333	492.333333333333	495.333333333333	393.333333333333	359.333333333333	356.333333333333	0	2097.38118509223	-1.75253602277267	0.112079967820026	-15.6364786398478	4.10826618805159e-55	1.45177910553367e-51	"CD38"	11.5845148001101	11.2589660464438	11.8228980009263	9.94303320144548	9.66609695786097	9.94960820275631
"ENSG00000004468"	15810413	15811145	106.287855948662	1.6140250752674	0.249290544551285	6.4744737036561	9.51429784374187e-11	1.32599118551328e-08	-18.5	59.5	60	192.5	114.5	114	-7074	2097.38118509223	-1.75253602277267	0.112079967820026	-15.6364786398478	4.10826618805159e-55	1.45177910553367e-51	"CD38"	11.5845148001101	11.2589660464438	11.8228980009263	9.94303320144548	9.66609695786097	9.94960820275631
"ENSG00000005022"	118609679	118610168	37.1474796038298	1.20785418465828	0.412770189349547	2.92621467301609	0.0034311408355289	0.0327885849457007	-0.33333333333335	30.1666666666667	9.16666666666667	69.6666666666667	39.1666666666667	60.1666666666667	7316	5560.21544201802	-0.882807001560557	0.0952784315118881	-9.26554927019771	1.94075822420453e-20	4.13147675463492e-18	"SLC25A5"	12.5476536102964	12.6188929620495	13.0576143964461	11.6775174490178	11.8147009833727	12.1385488283646
"ENSG00000005022"	118609679	118610168	37.1474796038298	1.20785418465828	0.412770189349547	2.92621467301609	0.0034311408355289	0.0327885849457007	-0.33333333333335	30.1666666666667	9.16666666666667	69.6666666666667	39.1666666666667	60.1666666666667	7294	5560.21544201802	-0.882807001560557	0.0952784315118881	-9.26554927019771	1.94075822420453e-20	4.13147675463492e-18	"SLC25A5"	12.5476536102964	12.6188929620495	13.0576143964461	11.6775174490178	11.8147009833727	12.1385488283646
"ENSG00000005022"	118609679	118610168	37.1474796038298	1.20785418465828	0.412770189349547	2.92621467301609	0.0034311408355289	0.0327885849457007	-0.33333333333335	30.1666666666667	9.16666666666667	69.6666666666667	39.1666666666667	60.1666666666667	6439	5560.21544201802	-0.882807001560557	0.0952784315118881	-9.26554927019771	1.94075822420453e-20	4.13147675463492e-18	"SLC25A5"	12.5476536102964	12.6188929620495	13.0576143964461	11.6775174490178	11.8147009833727	12.1385488283646
"ENSG00000005022"	118609679	118610168	37.1474796038298	1.20785418465828	0.412770189349547	2.92621467301609	0.0034311408355289	0.0327885849457007	-0.33333333333335	30.1666666666667	9.16666666666667	69.6666666666667	39.1666666666667	60.1666666666667	5454	5560.21544201802	-0.882807001560557	0.0952784315118881	-9.26554927019771	1.94075822420453e-20	4.13147675463492e-18	"SLC25A5"	12.5476536102964	12.6188929620495	13.0576143964461	11.6775174490178	11.8147009833727	12.1385488283646
"ENSG00000005059"	110611914	110613125	210.326905126542	0.589955686210988	0.145450077386211	4.05606993693436	4.99053220900858e-05	0.001134134338941	87.3333333333333	108.833333333333	93.8333333333334	197.333333333333	175.833333333333	190.833333333333	6318	1388.16816584809	-0.729219846555712	0.103760605121452	-7.02790664821352	2.09655081785026e-12	1.65374805359805e-10	"MCUB"	10.6141324767468	10.6219398859633	10.94948390624	10.0070429501379	10.0347240131958	10.061387325555
"ENSG00000006453"	97989875	97990186	16.4748891710885	-1.13791531069634	0.369631183923554	-3.07851545050291	0.0020803474192737	0.0224673894322395	23	21	18	9	11	14	5137	892.471082369778	0.501435894439335	0.133732572869304	3.74954196782997	0.000177157848276284	0.00191099024492898	"BAIAP2L1"	9.48090571031875	9.74441603586058	9.03280905175843	9.94432175211696	9.95842001748344	9.81956666487982
"ENSG00000006715"	38940638	38941185	47.8174950702258	0.872814323007712	0.305425293072086	2.85770151590462	0.0042672158349062	0.0386365388501454	3.99999999999999	36	28	72	40	48	-7644	1948.80006956688	0.534638393100505	0.0986090234639362	5.42179989538215	5.90019090685705e-08	1.81621033333201e-06	"VPS41"	10.517957163722	10.5509837479165	10.7511897340139	11.12685405263	11.1961178994779	11.0874515074751
"ENSG00000006715"	38944675	38945445	215.332878610466	1.863262612122	0.299682321769163	6.21745921188243	5.05269441615772e-10	5.78768319563316e-08	-54.1666666666667	140.333333333333	50.8333333333333	392.833333333333	198.333333333333	287.833333333333	-3384	1948.80006956688	0.534638393100505	0.0986090234639362	5.42179989538215	5.90019090685705e-08	1.81621033333201e-06	"VPS41"	10.517957163722	10.5509837479165	10.7511897340139	11.12685405263	11.1961178994779	11.0874515074751
